Student_ID,Gender,Age,Parental_Education,Internet_Access,Extracurricular_Activity,Primary_Study_Resource,Study_Hours_Per_Week,Attendance_Percent,Math_Score,Science_Score,English_Score,Final_Score,Result
STU1251,Female,18,Bachelor's,Yes,Yes,Online Courses,13.7,82.7,72.6,75.6,70.9,76.6,Pass
STU1252,Male,17,Master's,Yes,Yes,Self Study,4.0,85.3,60.1,55.4,46.4,54.0,Pass
STU1253,Female,15,Bachelor's,Yes,Yes,Self Study,7.1,89.1,46.2,38.7,58.9,50.3,Pass
STU1254,Male,16,High School,Yes,Yes,Private Tuition,18.6,74.0,59.8,62.8,64.1,66.7,Pass
STU1255,Male,17,Bachelor's,Yes,Yes,Private Tuition,9.5,86.0,71.5,71.2,69.2,69.3,Pass
STU1256,Female,16,Master's,No,Yes,Self Study,3.4,85.2,64.8,40.5,57.2,57.1,Pass
STU1257,Male,17,Bachelor's,No,Yes,Self Study,11.8,73.7,62.3,65.8,59.4,65.4,Pass
STU1258,Female,15,No Formal Education,Yes,No,Private Tuition,6.1,63.9,50.9,60.7,53.6,61.6,Pass
STU1259,Female,15,Master's,No,Yes,Private Tuition,8.5,77.9,81.0,92.0,84.4,88.5,Pass
STU1260,Male,15,No Formal Education,No,Yes,School Library,14.2,83.1,63.4,69.3,72.4,70.0,Pass
STU1261,Female,17,Bachelor's,Yes,Yes,School Library,6.1,79.3,53.7,50.3,57.2,54.5,Pass
STU1262,Female,17,No Formal Education,Yes,Yes,Online Courses,5.9,83.3,38.4,34.1,32.4,32.4,Fail
STU1263,Female,17,No Formal Education,Yes,Yes,Private Tuition,12.2,73.9,43.2,35.4,46.5,44.5,Fail
STU1264,Female,17,High School,Yes,No,School Library,7.7,81.1,57.2,60.3,58.4,56.0,Pass
STU1265,Female,17,Bachelor's,Yes,No,Self Study,16.8,70.4,94.4,88.6,100.0,87.6,Pass
STU1266,Female,16,High School,Yes,No,Private Tuition,8.9,79.4,58.7,58.5,56.3,60.5,Pass
STU1267,Male,18,High School,Yes,No,Private Tuition,4.9,100.0,61.3,54.4,55.7,52.2,Pass
STU1268,Female,16,High School,Yes,No,Private Tuition,6.5,84.2,38.9,42.1,50.2,41.3,Fail
STU1269,Male,17,No Formal Education,Yes,No,Online Courses,8.5,74.4,32.8,38.3,36.3,37.2,Fail
STU1270,Male,17,High School,No,Yes,School Library,3.3,84.7,48.6,39.5,38.5,38.0,Fail
STU1271,Male,17,No Formal Education,Yes,Yes,Private Tuition,8.1,78.7,38.9,40.9,36.5,39.9,Fail
STU1272,Female,18,Master's,Yes,Yes,School Library,14.2,82.8,75.9,100.0,76.2,80.8,Pass
STU1273,Female,17,High School,Yes,Yes,Self Study,5.6,72.0,46.3,42.5,38.3,43.7,Fail
STU1274,Female,16,Bachelor's,Yes,No,Self Study,6.8,75.5,59.6,59.9,49.7,53.8,Pass
STU1275,Male,17,High School,Yes,Yes,Private Tuition,9.4,73.7,60.9,62.8,57.7,65.7,Pass
STU1276,Female,17,Master's,Yes,No,Private Tuition,19.0,100.0,75.7,81.5,83.0,85.5,Pass
STU1277,Male,16,Bachelor's,Yes,Yes,Online Courses,15.4,100.0,59.9,64.1,56.8,57.9,Pass
STU1278,Female,18,Bachelor's,Yes,Yes,Self Study,10.1,87.6,84.7,79.2,68.6,80.8,Pass
STU1279,Male,18,High School,Yes,Yes,Self Study,14.2,93.4,92.8,85.9,74.2,82.2,Pass
STU1280,Male,16,No Formal Education,Yes,Yes,Self Study,5.1,88.2,46.6,43.1,47.5,44.8,Fail
STU1281,Male,15,High School,Yes,Yes,Private Tuition,7.6,94.3,48.8,47.9,42.7,50.5,Pass
STU1282,Female,16,High School,Yes,Yes,Self Study,3.0,84.4,45.0,60.5,45.8,45.3,Fail
STU1283,Male,18,Bachelor's,No,Yes,Self Study,9.3,82.1,73.7,76.9,78.2,77.8,Pass
STU1284,Female,15,High School,Yes,Yes,School Library,0.0,81.6,35.2,46.0,35.3,39.0,Fail
STU1285,Female,16,Bachelor's,Yes,Yes,School Library,12.8,88.0,76.2,77.6,74.5,78.8,Pass
STU1286,Male,15,High School,No,No,Online Courses,5.3,70.4,59.8,49.4,49.2,56.7,Pass
STU1287,Female,18,High School,Yes,Yes,Private Tuition,9.6,71.6,83.4,74.6,72.1,77.4,Pass
STU1288,Female,15,Bachelor's,Yes,No,School Library,14.3,93.2,81.2,72.3,71.7,73.7,Pass
STU1289,Male,15,Bachelor's,Yes,Yes,Private Tuition,17.4,75.4,81.9,77.0,76.9,77.3,Pass
STU1290,Female,16,Bachelor's,No,No,Self Study,10.1,89.4,76.8,78.6,69.0,69.7,Pass
STU1291,Female,16,No Formal Education,No,No,Self Study,10.7,77.6,51.2,50.8,46.9,42.7,Fail
STU1292,Female,17,Master's,Yes,No,Online Courses,20.9,85.1,76.8,81.2,79.3,86.4,Pass
STU1293,Female,16,Bachelor's,Yes,No,Online Courses,10.1,66.0,62.8,72.6,70.3,68.2,Pass
STU1294,Female,16,High School,Yes,Yes,Self Study,14.0,68.1,53.7,55.4,62.3,61.6,Pass
STU1295,Male,17,Bachelor's,Yes,No,Self Study,18.3,60.2,82.1,78.5,78.2,80.3,Pass
STU1296,Male,15,High School,Yes,Yes,Private Tuition,9.7,89.1,59.0,54.0,61.8,55.8,Pass
STU1297,Female,17,Bachelor's,Yes,Yes,School Library,5.8,88.3,58.3,57.0,67.2,58.4,Pass
STU1298,Female,16,High School,Yes,Yes,Private Tuition,4.1,67.0,35.5,45.5,53.0,41.7,Fail
STU1299,Male,18,Master's,Yes,Yes,Self Study,14.3,89.3,70.1,72.4,72.5,77.2,Pass
STU1300,Male,16,Bachelor's,Yes,No,School Library,3.4,99.5,32.4,39.7,41.4,39.9,Fail
STU1301,Female,18,High School,Yes,Yes,Self Study,12.3,92.6,60.8,48.6,71.0,64.1,Pass
STU1302,Male,17,Bachelor's,Yes,Yes,Private Tuition,14.6,69.0,51.7,51.0,61.3,55.4,Pass
STU1303,Female,17,Bachelor's,Yes,Yes,Private Tuition,14.0,71.3,81.5,63.7,68.8,67.5,Pass
STU1304,Female,17,High School,Yes,No,School Library,14.2,70.4,65.3,65.6,62.7,64.9,Pass
STU1305,Male,16,Master's,Yes,No,Online Courses,5.9,83.6,63.8,67.5,65.4,65.8,Pass
STU1306,Female,16,Bachelor's,Yes,No,School Library,19.8,89.0,100.0,100.0,99.9,96.6,Pass
STU1307,Male,15,Bachelor's,Yes,Yes,School Library,13.5,75.2,91.2,96.7,100.0,89.2,Pass
STU1308,Female,16,Master's,Yes,Yes,Private Tuition,13.0,89.1,47.5,45.9,56.2,58.7,Pass
STU1309,Male,17,High School,Yes,Yes,School Library,14.9,100.0,79.7,91.6,82.3,84.5,Pass
STU1310,Female,16,High School,No,No,Private Tuition,11.2,92.2,63.0,57.1,57.9,56.7,Pass
STU1311,Female,15,Bachelor's,Yes,No,Online Courses,10.4,97.8,81.8,83.6,81.0,76.6,Pass
STU1312,Female,15,Bachelor's,Yes,Yes,Online Courses,13.6,92.3,92.9,87.1,100.0,89.6,Pass
STU1313,Female,18,No Formal Education,Yes,No,Online Courses,5.2,83.9,48.1,64.0,40.5,50.8,Pass
STU1314,Male,15,High School,Yes,No,School Library,12.3,84.6,83.2,83.2,77.3,77.0,Pass
STU1315,Male,15,Bachelor's,Yes,Yes,School Library,13.9,93.5,59.9,66.7,66.6,74.1,Pass
STU1316,Female,17,High School,Yes,Yes,Self Study,13.1,80.9,69.4,62.2,72.6,71.2,Pass
STU1317,Male,18,Master's,No,No,Private Tuition,7.9,81.2,60.9,67.8,61.3,57.0,Pass
STU1318,Male,17,High School,Yes,Yes,Private Tuition,13.2,89.3,67.6,62.2,81.7,64.1,Pass
STU1319,Male,15,Bachelor's,No,Yes,School Library,16.8,76.5,45.9,68.3,46.7,52.5,Pass
STU1320,Male,17,Bachelor's,No,No,Online Courses,9.2,87.6,48.7,61.4,52.6,55.4,Pass
STU1321,Female,17,High School,Yes,Yes,School Library,10.3,89.5,72.6,73.0,64.8,67.3,Pass
STU1322,Female,16,Bachelor's,Yes,Yes,Self Study,11.6,98.7,58.5,69.0,74.0,70.6,Pass
STU1323,Female,15,Bachelor's,Yes,Yes,Private Tuition,10.5,68.3,50.6,52.5,60.4,54.6,Pass
STU1324,Female,16,Master's,Yes,Yes,Self Study,10.4,87.5,51.7,54.1,57.0,59.9,Pass
STU1325,Male,16,No Formal Education,Yes,Yes,School Library,9.5,71.1,69.3,58.6,53.4,57.7,Pass
STU1326,Male,17,No Formal Education,No,Yes,School Library,8.7,66.8,32.9,34.3,25.2,34.7,Fail
STU1327,Male,16,Bachelor's,Yes,No,Self Study,10.3,71.3,74.7,83.3,75.9,76.2,Pass
STU1328,Male,17,No Formal Education,Yes,No,Private Tuition,15.5,93.3,85.5,82.8,78.4,72.5,Pass
STU1329,Male,17,High School,Yes,Yes,Online Courses,9.7,72.4,44.1,52.4,55.5,56.5,Pass
STU1330,Male,17,Master's,Yes,Yes,School Library,15.8,84.6,96.1,96.8,94.3,95.9,Pass
STU1331,Female,15,High School,Yes,Yes,Self Study,10.1,92.9,70.4,61.1,70.1,68.0,Pass
STU1332,Male,17,High School,No,No,Self Study,12.5,94.1,81.4,85.3,87.6,79.4,Pass
STU1333,Male,17,High School,No,Yes,Private Tuition,17.1,76.3,84.9,78.6,77.6,80.2,Pass
STU1334,Female,17,Bachelor's,No,Yes,Online Courses,14.2,81.3,93.7,88.6,90.0,89.3,Pass
STU1335,Female,16,High School,Yes,No,Online Courses,10.3,81.4,58.2,56.6,67.7,60.2,Pass
STU1336,Male,16,Master's,Yes,Yes,Self Study,6.0,76.8,51.5,53.9,65.7,60.9,Pass
STU1337,Male,17,Bachelor's,Yes,No,Private Tuition,11.5,74.8,70.7,65.8,74.6,76.1,Pass
STU1338,Female,17,High School,Yes,Yes,Self Study,12.0,93.8,72.0,78.9,92.1,79.0,Pass
STU1339,Male,17,Bachelor's,No,No,School Library,9.5,74.8,69.4,62.7,65.4,72.1,Pass
STU1340,Female,17,Master's,No,No,Private Tuition,9.8,71.7,43.6,49.3,49.0,39.6,Fail
STU1341,Female,15,No Formal Education,No,Yes,Self Study,10.3,75.7,45.3,46.0,42.4,46.9,Fail
STU1342,Female,17,Bachelor's,Yes,Yes,Self Study,11.2,81.0,81.3,64.9,63.3,70.0,Pass
STU1343,Male,17,Master's,Yes,No,Online Courses,10.8,93.1,49.1,61.8,59.9,59.2,Pass
STU1344,Male,16,Bachelor's,Yes,Yes,Online Courses,8.3,95.0,80.5,77.7,94.5,81.6,Pass
STU1345,Male,16,Master's,Yes,Yes,Online Courses,10.6,100.0,58.1,73.6,61.2,66.6,Pass
STU1346,Male,17,High School,Yes,No,Online Courses,5.3,81.9,49.2,45.7,57.8,52.4,Pass
STU1347,Female,18,Bachelor's,Yes,Yes,School Library,7.7,100.0,63.9,56.1,62.6,57.7,Pass
STU1348,Male,15,Master's,Yes,No,Online Courses,11.5,88.2,61.3,79.4,71.3,69.8,Pass
STU1349,Female,16,Master's,No,Yes,Self Study,14.4,79.1,96.3,98.3,95.9,94.1,Pass
STU1350,Female,16,No Formal Education,Yes,Yes,School Library,3.2,86.4,57.2,59.9,61.5,60.3,Pass
STU1351,Male,17,High School,Yes,Yes,School Library,17.6,87.7,55.7,63.5,54.7,63.5,Pass
STU1352,Male,15,High School,No,No,Self Study,8.4,85.7,75.8,64.9,61.0,62.0,Pass
STU1353,Male,17,High School,No,Yes,Self Study,7.8,83.5,78.9,83.7,78.5,82.0,Pass
STU1354,Male,17,High School,Yes,Yes,Private Tuition,10.0,90.5,63.4,70.4,68.5,61.3,Pass
STU1355,Female,16,High School,Yes,No,Self Study,8.5,86.9,54.2,43.6,51.6,45.4,Fail
STU1356,Female,16,No Formal Education,No,Yes,Self Study,10.4,58.8,45.1,39.7,38.9,38.6,Fail
STU1357,Male,17,Master's,Yes,Yes,Private Tuition,18.2,75.3,94.3,83.8,76.7,87.7,Pass
STU1358,Male,17,No Formal Education,Yes,Yes,Self Study,8.3,80.1,63.5,63.0,56.2,64.4,Pass
STU1359,Male,16,Bachelor's,Yes,No,Private Tuition,11.5,89.1,70.6,85.7,83.1,80.5,Pass
STU1360,Male,18,No Formal Education,No,Yes,School Library,15.0,75.4,71.0,67.8,78.8,68.3,Pass
STU1361,Male,16,High School,Yes,No,Self Study,5.5,70.3,74.9,76.2,74.9,70.4,Pass
STU1362,Male,17,High School,Yes,Yes,Private Tuition,19.7,86.6,94.6,95.4,89.2,91.7,Pass
STU1363,Female,16,Bachelor's,Yes,No,Self Study,13.4,79.3,47.4,57.5,58.4,55.3,Pass
STU1364,Female,15,Bachelor's,Yes,Yes,Self Study,12.8,85.7,78.3,71.7,72.9,70.9,Pass
STU1365,Male,16,Bachelor's,No,No,School Library,11.3,85.0,49.6,62.6,52.8,60.7,Pass
STU1366,Female,17,Master's,Yes,Yes,Private Tuition,10.3,72.5,66.7,71.2,61.1,68.5,Pass
STU1367,Male,17,No Formal Education,No,No,Private Tuition,2.5,93.4,53.4,58.1,45.9,56.5,Pass
STU1368,Female,16,No Formal Education,No,Yes,School Library,8.5,73.1,52.6,56.1,59.6,63.6,Pass
STU1369,Male,16,Bachelor's,Yes,No,Self Study,12.5,78.5,63.8,68.0,63.3,65.2,Pass
STU1370,Male,18,Bachelor's,Yes,Yes,School Library,10.2,88.5,92.4,100.0,98.0,98.2,Pass
STU1371,Male,17,Master's,Yes,Yes,Private Tuition,18.4,82.3,78.9,70.2,70.0,77.2,Pass
STU1372,Female,18,Bachelor's,Yes,Yes,Online Courses,9.2,92.0,51.2,60.3,55.1,54.8,Pass
STU1373,Female,17,Master's,Yes,Yes,Self Study,8.6,93.2,78.8,78.3,77.8,71.8,Pass
STU1374,Female,17,High School,No,Yes,Private Tuition,11.9,75.1,85.5,90.7,84.3,82.6,Pass
STU1375,Female,16,Master's,Yes,No,Online Courses,11.9,81.8,48.0,44.6,63.9,55.6,Pass
STU1376,Female,16,No Formal Education,No,No,School Library,10.5,85.9,61.4,58.6,64.0,55.8,Pass
STU1377,Female,16,High School,No,Yes,Online Courses,9.8,93.8,77.7,78.3,91.7,76.5,Pass
STU1378,Male,18,No Formal Education,Yes,No,Online Courses,13.3,95.1,91.8,86.8,89.2,87.0,Pass
STU1379,Male,16,Bachelor's,No,No,Online Courses,14.9,81.3,83.5,69.0,74.3,78.3,Pass
STU1380,Male,15,Bachelor's,Yes,Yes,Online Courses,11.4,57.2,61.2,52.8,73.8,59.2,Pass
STU1381,Male,15,High School,Yes,No,Private Tuition,13.8,71.2,68.3,79.6,66.7,67.8,Pass
STU1382,Male,17,Bachelor's,No,No,Self Study,9.0,83.5,69.2,61.2,69.0,66.5,Pass
STU1383,Female,18,High School,Yes,No,Private Tuition,6.0,89.8,47.3,46.3,44.4,45.7,Fail
STU1384,Female,17,High School,Yes,No,Self Study,5.2,84.5,45.0,53.7,50.8,46.8,Fail
STU1385,Male,17,Bachelor's,Yes,Yes,Self Study,7.3,88.3,68.7,64.4,57.5,63.8,Pass
STU1386,Male,16,High School,No,Yes,Online Courses,11.5,85.7,65.5,69.8,65.8,69.9,Pass
STU1387,Male,17,High School,No,Yes,Private Tuition,12.1,69.0,50.4,53.8,55.4,51.8,Pass
STU1388,Female,16,Bachelor's,No,Yes,Self Study,8.8,68.4,64.1,61.8,62.7,62.7,Pass
STU1389,Male,15,High School,Yes,No,Online Courses,13.1,77.0,62.6,77.6,76.7,69.9,Pass
STU1390,Female,15,Bachelor's,No,Yes,School Library,8.9,73.6,43.4,49.8,52.4,51.3,Pass
STU1391,Female,16,Bachelor's,Yes,No,Private Tuition,17.1,83.2,76.0,87.2,77.5,74.5,Pass
STU1392,Male,16,High School,Yes,No,Private Tuition,16.9,88.8,75.9,69.4,78.3,68.3,Pass
STU1393,Male,17,High School,Yes,No,School Library,14.9,79.4,60.7,71.0,56.2,63.2,Pass
STU1394,Male,18,No Formal Education,Yes,Yes,Self Study,0.6,83.6,45.7,56.8,40.7,44.6,Fail
STU1395,Male,16,Master's,Yes,No,Private Tuition,1.3,83.5,45.2,50.5,42.6,46.4,Fail
STU1396,Male,17,High School,Yes,No,Online Courses,14.0,82.4,71.6,78.0,78.7,75.8,Pass
STU1397,Male,16,High School,Yes,Yes,Private Tuition,20.6,82.2,75.4,82.0,74.4,75.6,Pass
STU1398,Male,17,High School,Yes,No,Private Tuition,11.3,81.9,49.3,43.9,53.2,51.1,Pass
STU1399,Male,17,No Formal Education,Yes,Yes,School Library,4.9,89.8,52.5,66.3,59.6,62.7,Pass
STU1400,Female,17,No Formal Education,Yes,Yes,Self Study,10.3,71.9,43.2,31.5,47.9,36.6,Fail
STU1401,Male,16,Master's,Yes,No,Online Courses,16.8,64.9,66.9,66.0,73.3,69.4,Pass
STU1402,Female,17,Master's,Yes,Yes,Online Courses,9.4,71.7,50.8,56.4,75.2,54.7,Pass
STU1403,Male,16,No Formal Education,Yes,Yes,School Library,9.6,69.9,57.0,47.7,58.5,54.1,Pass
STU1404,Male,17,High School,Yes,Yes,School Library,13.2,85.5,68.8,61.2,65.7,72.4,Pass
STU1405,Male,16,High School,No,No,Self Study,9.0,84.1,59.2,59.9,70.5,58.8,Pass
STU1406,Male,16,Master's,No,No,School Library,19.2,72.3,90.6,95.5,88.0,90.5,Pass
STU1407,Female,16,No Formal Education,Yes,No,School Library,10.5,81.9,73.5,62.5,64.5,68.6,Pass
STU1408,Male,16,High School,Yes,Yes,School Library,6.2,88.7,36.1,37.4,40.8,33.2,Fail
STU1409,Female,15,High School,Yes,Yes,School Library,13.9,78.0,75.0,66.0,72.3,69.0,Pass
STU1410,Female,16,High School,Yes,No,Self Study,9.1,84.7,75.4,82.9,82.3,74.9,Pass
STU1411,Male,16,Bachelor's,No,No,Online Courses,6.3,67.0,52.6,58.6,50.3,54.6,Pass
STU1412,Female,17,High School,Yes,Yes,Self Study,11.1,79.6,62.9,69.3,63.8,68.4,Pass
STU1413,Male,16,Bachelor's,Yes,No,Self Study,17.6,85.6,93.1,100.0,96.2,94.5,Pass
STU1414,Female,15,Bachelor's,Yes,Yes,Private Tuition,17.6,84.1,94.0,100.0,100.0,97.9,Pass
STU1415,Female,16,High School,Yes,Yes,Self Study,10.7,92.4,70.0,68.5,66.2,73.4,Pass
STU1416,Male,16,No Formal Education,Yes,No,Online Courses,3.8,84.2,55.2,48.5,57.8,53.1,Pass
STU1417,Female,16,Bachelor's,Yes,No,Online Courses,11.8,77.6,65.7,67.4,72.3,66.5,Pass
STU1418,Male,16,Master's,Yes,Yes,Online Courses,11.5,80.1,78.3,86.0,82.9,82.1,Pass
STU1419,Female,18,Bachelor's,Yes,No,Online Courses,10.3,100.0,81.1,86.0,85.7,80.7,Pass
STU1420,Male,18,Bachelor's,No,No,Private Tuition,15.4,75.8,74.1,63.2,67.4,65.8,Pass
STU1421,Female,15,High School,Yes,No,Online Courses,2.1,71.9,45.0,51.6,60.7,52.8,Pass
STU1422,Male,18,Master's,Yes,No,Self Study,16.5,77.9,66.6,69.3,80.6,75.6,Pass
STU1423,Female,17,Master's,Yes,No,Private Tuition,11.0,86.8,65.1,74.9,55.6,65.1,Pass
STU1424,Female,16,No Formal Education,Yes,No,School Library,7.9,84.0,64.0,74.1,66.1,67.7,Pass
STU1425,Female,17,Bachelor's,No,Yes,Online Courses,6.3,77.8,54.0,56.6,61.1,54.6,Pass
STU1426,Male,16,Bachelor's,Yes,Yes,Online Courses,11.0,71.0,57.3,44.6,65.0,52.2,Pass
STU1427,Female,17,Bachelor's,Yes,No,Online Courses,11.0,87.5,80.5,85.4,93.7,83.1,Pass
STU1428,Male,17,Master's,No,Yes,Self Study,8.5,83.3,27.6,38.6,27.8,31.3,Fail
STU1429,Female,16,High School,Yes,Yes,Self Study,19.6,100.0,97.4,100.0,100.0,100.0,Pass
STU1430,Male,16,High School,No,Yes,Private Tuition,10.9,68.1,38.5,39.1,40.5,41.2,Fail
STU1431,Female,17,High School,Yes,No,School Library,8.6,86.5,71.9,63.0,51.3,60.4,Pass
STU1432,Male,17,High School,Yes,Yes,Online Courses,1.3,78.3,35.8,28.9,34.9,34.5,Fail
STU1433,Female,16,Bachelor's,Yes,No,Self Study,14.1,91.4,81.7,79.1,76.7,81.8,Pass
STU1434,Female,17,Bachelor's,Yes,Yes,School Library,19.1,76.6,80.0,79.7,78.3,82.8,Pass
STU1435,Male,16,Bachelor's,Yes,Yes,Self Study,10.8,86.2,52.8,50.2,59.4,59.6,Pass
STU1436,Male,17,No Formal Education,No,Yes,Self Study,11.7,93.3,73.7,67.8,66.5,70.8,Pass
STU1437,Female,16,Bachelor's,Yes,Yes,Online Courses,7.5,68.0,70.7,78.9,72.4,71.5,Pass
STU1438,Female,17,Bachelor's,Yes,Yes,Private Tuition,9.7,73.4,59.1,54.4,67.4,61.4,Pass
STU1439,Male,18,Bachelor's,Yes,Yes,Self Study,9.0,88.1,50.9,45.1,55.1,48.0,Fail
STU1440,Male,15,Bachelor's,No,Yes,Private Tuition,13.3,95.5,61.1,76.5,82.6,68.5,Pass
STU1441,Female,16,High School,Yes,No,Online Courses,9.2,62.0,42.6,33.9,43.6,39.0,Fail
STU1442,Male,16,Bachelor's,Yes,Yes,School Library,16.4,94.4,90.0,100.0,96.8,95.2,Pass
STU1443,Female,17,Bachelor's,Yes,Yes,School Library,8.8,91.7,45.4,51.6,52.9,55.9,Pass
STU1444,Male,16,High School,No,No,Private Tuition,10.3,92.5,55.3,56.0,62.2,61.3,Pass
STU1445,Male,17,Bachelor's,Yes,Yes,School Library,8.1,89.1,74.3,71.4,85.0,74.2,Pass
STU1446,Male,15,High School,Yes,Yes,Self Study,7.3,91.1,77.3,78.1,75.4,75.2,Pass
STU1447,Female,17,Master's,Yes,Yes,Online Courses,14.0,69.5,87.7,78.8,95.9,88.2,Pass
STU1448,Male,18,Master's,Yes,Yes,Online Courses,11.8,67.6,78.6,79.7,93.0,82.2,Pass
STU1449,Male,16,No Formal Education,No,Yes,Private Tuition,10.0,79.2,59.4,44.4,54.8,48.7,Fail
STU1450,Female,18,Bachelor's,Yes,Yes,Self Study,13.4,95.6,55.4,57.8,45.5,56.8,Pass
STU1451,Male,17,Bachelor's,Yes,Yes,School Library,16.7,81.7,69.4,73.9,64.7,71.5,Pass
STU1452,Male,15,No Formal Education,No,Yes,Self Study,5.4,74.8,56.3,60.8,57.7,57.8,Pass
STU1453,Female,15,Bachelor's,Yes,No,School Library,5.6,77.1,50.4,37.6,47.1,45.5,Fail
STU1454,Male,15,Bachelor's,Yes,No,Self Study,12.0,87.7,53.8,62.5,64.0,63.5,Pass
STU1455,Female,16,Bachelor's,Yes,Yes,Private Tuition,9.6,68.2,34.4,33.8,39.6,35.9,Fail
STU1456,Male,17,High School,Yes,Yes,Online Courses,11.2,96.2,77.8,77.5,79.9,74.9,Pass
STU1457,Female,18,Bachelor's,Yes,Yes,Self Study,17.9,90.8,86.0,90.7,79.2,86.1,Pass
STU1458,Female,16,Bachelor's,Yes,Yes,Online Courses,16.2,73.1,86.6,87.4,94.2,92.3,Pass
STU1459,Male,17,Bachelor's,Yes,Yes,Self Study,8.8,67.5,32.8,26.9,28.2,31.2,Fail
STU1460,Male,17,High School,Yes,No,Private Tuition,7.1,90.0,50.7,40.9,54.9,49.0,Fail
STU1461,Male,16,High School,Yes,No,Private Tuition,8.3,100.0,42.7,42.0,51.1,45.6,Fail
STU1462,Female,17,Bachelor's,No,Yes,Online Courses,7.2,78.6,68.0,63.2,71.1,69.5,Pass
STU1463,Female,18,High School,Yes,No,Private Tuition,6.9,85.0,44.8,45.5,52.6,47.1,Fail
STU1464,Female,16,No Formal Education,Yes,Yes,Self Study,9.9,95.9,65.3,61.9,78.8,71.1,Pass
STU1465,Male,16,No Formal Education,No,No,Self Study,13.8,85.5,91.0,86.9,90.3,90.8,Pass
STU1466,Female,15,Bachelor's,Yes,Yes,Private Tuition,12.4,86.9,86.2,87.0,84.1,80.9,Pass
STU1467,Male,18,Bachelor's,Yes,No,Self Study,13.6,75.5,80.6,83.9,83.3,82.5,Pass
STU1468,Male,15,Bachelor's,Yes,Yes,Self Study,10.3,75.5,76.2,72.2,72.8,72.5,Pass
STU1469,Male,17,Bachelor's,No,Yes,Private Tuition,6.0,82.0,73.2,81.5,70.4,74.1,Pass
STU1470,Male,17,High School,No,No,Online Courses,9.1,82.6,50.2,51.8,45.8,54.0,Pass
STU1471,Male,18,High School,Yes,Yes,Private Tuition,5.4,96.8,63.2,51.8,61.4,59.9,Pass
STU1472,Female,16,High School,Yes,No,Private Tuition,15.2,67.0,70.5,59.1,59.8,65.8,Pass
STU1473,Female,16,High School,Yes,No,Online Courses,2.7,69.9,45.3,52.2,45.2,39.7,Fail
STU1474,Female,15,High School,Yes,Yes,Self Study,5.9,78.7,48.9,53.7,49.4,54.1,Pass
STU1475,Female,16,No Formal Education,Yes,Yes,Online Courses,13.3,86.9,71.0,57.1,57.0,59.9,Pass
STU1476,Male,16,Master's,Yes,Yes,Private Tuition,10.7,91.0,100.0,88.4,98.9,89.1,Pass
STU1477,Female,16,High School,Yes,Yes,School Library,6.1,95.9,63.8,64.3,62.8,59.3,Pass
STU1478,Female,16,Bachelor's,No,No,Private Tuition,9.5,76.4,65.7,50.3,57.2,65.9,Pass
STU1479,Female,16,Master's,Yes,Yes,Online Courses,3.6,96.2,63.3,54.5,52.4,52.9,Pass
STU1480,Male,17,High School,No,No,School Library,4.9,80.1,63.8,65.6,53.6,66.5,Pass
STU1481,Male,16,No Formal Education,Yes,Yes,Online Courses,7.1,78.1,44.3,48.4,55.7,51.3,Pass
STU1482,Male,17,Master's,Yes,No,Self Study,13.0,82.1,50.7,44.8,54.7,50.0,Pass
STU1483,Female,16,No Formal Education,Yes,Yes,School Library,8.3,94.0,61.5,64.2,52.8,54.2,Pass
STU1484,Female,18,No Formal Education,Yes,No,Self Study,6.1,66.6,65.6,63.1,63.7,58.9,Pass
STU1485,Male,17,Bachelor's,Yes,No,Private Tuition,9.7,99.7,77.0,68.6,67.3,68.0,Pass
STU1486,Female,16,Master's,Yes,No,Online Courses,18.3,87.2,100.0,100.0,93.7,93.7,Pass
STU1487,Male,18,Bachelor's,No,No,Online Courses,13.1,91.2,82.5,82.9,84.4,83.2,Pass
STU1488,Male,16,No Formal Education,Yes,Yes,School Library,0.8,94.9,28.9,29.6,38.2,30.8,Fail
STU1489,Male,18,Bachelor's,Yes,No,Self Study,10.9,97.3,77.6,90.3,83.0,81.2,Pass
STU1490,Female,15,High School,Yes,Yes,Self Study,8.6,94.2,71.3,76.9,64.8,74.0,Pass
STU1491,Male,15,No Formal Education,Yes,Yes,Private Tuition,14.0,84.2,58.2,67.5,72.0,70.8,Pass
STU1492,Male,16,High School,No,Yes,Private Tuition,12.8,77.8,85.8,80.3,74.2,76.8,Pass
STU1493,Male,16,Bachelor's,Yes,No,Private Tuition,8.0,93.0,61.0,74.2,56.8,68.0,Pass
STU1494,Male,17,Bachelor's,Yes,Yes,School Library,9.4,49.8,47.3,41.2,51.9,43.8,Fail
STU1495,Male,17,No Formal Education,Yes,Yes,Online Courses,11.3,91.3,63.8,65.7,68.2,66.1,Pass
STU1496,Female,16,No Formal Education,Yes,Yes,Online Courses,4.9,86.9,64.4,64.6,61.3,62.8,Pass
STU1497,Female,16,High School,Yes,Yes,Self Study,13.3,84.2,85.5,85.3,94.4,85.4,Pass
STU1498,Male,16,Master's,Yes,No,Online Courses,10.5,88.0,82.4,49.9,60.3,69.5,Pass
STU1499,Male,17,Bachelor's,No,Yes,Online Courses,8.9,65.8,58.9,60.5,61.9,59.2,Pass
STU1500,Male,16,Bachelor's,Yes,Yes,Online Courses,7.4,100.0,74.9,81.5,82.8,77.1,Pass
